OBS,DX_CD,DX_DSC
5826,M86561,"Other chronic hematogenous osteomyelitis, right tibia and fibula"
5827,M86562,"Other chronic hematogenous osteomyelitis, left tibia and fibula"
5828,M86569,"Other chronic hematogenous osteomyelitis, unspecified tibia and fibula"
5829,M86571,"Other chronic hematogenous osteomyelitis, right ankle and foot"
5830,M86572,"Other chronic hematogenous osteomyelitis, left ankle and foot"
5831,M86579,"Other chronic hematogenous osteomyelitis, unspecified ankle and foot"
5832,M8658,"Other chronic hematogenous osteomyelitis, other site"
5833,M8659,"Other chronic hematogenous osteomyelitis, multiple sites"
5834,M8660,"Other chronic osteomyelitis, unspecified site"
5835,M86611,"Other chronic osteomyelitis, right shoulder"
5836,M86612,"Other chronic osteomyelitis, left shoulder"
5837,M86619,"Other chronic osteomyelitis, unspecified shoulder"
5838,M86621,"Other chronic osteomyelitis, right humerus"
5839,M86622,"Other chronic osteomyelitis, left humerus"
5840,M86629,"Other chronic osteomyelitis, unspecified humerus"
5841,M86631,"Other chronic osteomyelitis, right radius and ulna"
5842,M86632,"Other chronic osteomyelitis, left radius and ulna"
5843,M86639,"Other chronic osteomyelitis, unspecified radius and ulna"
5844,M86641,"Other chronic osteomyelitis, right hand"
5845,M86642,"Other chronic osteomyelitis, left hand"
5846,M86649,"Other chronic osteomyelitis, unspecified hand"
5847,M86651,"Other chronic osteomyelitis, right thigh"
5848,M86652,"Other chronic osteomyelitis, left thigh"
5849,M86659,"Other chronic osteomyelitis, unspecified thigh"
5850,M86661,"Other chronic osteomyelitis, right tibia and fibula"
5851,M86662,"Other chronic osteomyelitis, left tibia and fibula"
5852,M86669,"Other chronic osteomyelitis, unspecified tibia and fibula"
5853,M86671,"Other chronic osteomyelitis, right ankle and foot"
5854,M86672,"Other chronic osteomyelitis, left ankle and foot"
5855,M86679,"Other chronic osteomyelitis, unspecified ankle and foot"
5856,M8668,"Other chronic osteomyelitis, other site"
5857,M8669,"Other chronic osteomyelitis, multiple sites"
5858,M868X0,"Other osteomyelitis, multiple sites"
5859,M868X1,"Other osteomyelitis, shoulder"
5860,M868X2,"Other osteomyelitis, upper arm"
5861,M868X3,"Other osteomyelitis, forearm"
5862,M868X4,"Other osteomyelitis, hand"
5863,M868X5,"Other osteomyelitis, thigh"
5864,M868X6,"Other osteomyelitis, lower leg"
5865,M868X7,"Other osteomyelitis, ankle and foot"
5866,M868X8,"Other osteomyelitis, other site"
5867,M868X9,"Other osteomyelitis, unspecified sites"
5868,M869,"Osteomyelitis, unspecified"
5869,M8700,Idiopathic aseptic necrosis of unspecified bone
5870,M87011,Idiopathic aseptic necrosis of right shoulder
5871,M87012,Idiopathic aseptic necrosis of left shoulder
5872,M87019,Idiopathic aseptic necrosis of unspecified shoulder
5873,M87021,Idiopathic aseptic necrosis of right humerus
5874,M87022,Idiopathic aseptic necrosis of left humerus
5875,M87029,Idiopathic aseptic necrosis of unspecified humerus
5876,M87031,Idiopathic aseptic necrosis of right radius
5877,M87032,Idiopathic aseptic necrosis of left radius
5878,M87033,Idiopathic aseptic necrosis of unspecified radius
5879,M87034,Idiopathic aseptic necrosis of right ulna
5880,M87035,Idiopathic aseptic necrosis of left ulna
5881,M87036,Idiopathic aseptic necrosis of unspecified ulna
5882,M87037,Idiopathic aseptic necrosis of right carpus
5883,M87038,Idiopathic aseptic necrosis of left carpus
5884,M87039,Idiopathic aseptic necrosis of unspecified carpus
5885,M87041,Idiopathic aseptic necrosis of right hand
5886,M87042,Idiopathic aseptic necrosis of left hand
5887,M87043,Idiopathic aseptic necrosis of unspecified hand
5888,M87044,Idiopathic aseptic necrosis of right finger(s)
5889,M87045,Idiopathic aseptic necrosis of left finger(s)
5890,M87046,Idiopathic aseptic necrosis of unspecified finger(s)
5891,M87050,Idiopathic aseptic necrosis of pelvis
5892,M87051,Idiopathic aseptic necrosis of right femur
5893,M87052,Idiopathic aseptic necrosis of left femur
5894,M87059,Idiopathic aseptic necrosis of unspecified femur
5895,M87061,Idiopathic aseptic necrosis of right tibia
5896,M87062,Idiopathic aseptic necrosis of left tibia
5897,M87063,Idiopathic aseptic necrosis of unspecified tibia
5898,M87064,Idiopathic aseptic necrosis of right fibula
5899,M87065,Idiopathic aseptic necrosis of left fibula
5900,M87066,Idiopathic aseptic necrosis of unspecified fibula
5901,M87071,Idiopathic aseptic necrosis of right ankle
5902,M87072,Idiopathic aseptic necrosis of left ankle
5903,M87073,Idiopathic aseptic necrosis of unspecified ankle
5904,M87074,Idiopathic aseptic necrosis of right foot
5905,M87075,Idiopathic aseptic necrosis of left foot
5906,M87076,Idiopathic aseptic necrosis of unspecified foot
5907,M87077,Idiopathic aseptic necrosis of right toe(s)
5908,M87078,Idiopathic aseptic necrosis of left toe(s)
5909,M87079,Idiopathic aseptic necrosis of unspecified toe(s)
5910,M8708,"Idiopathic aseptic necrosis of bone, other site"
5911,M8709,"Idiopathic aseptic necrosis of bone, multiple sites"
5912,M8710,"Osteonecrosis due to drugs, unspecified bone"
5913,M87111,"Osteonecrosis due to drugs, right shoulder"
5914,M87112,"Osteonecrosis due to drugs, left shoulder"
5915,M87119,"Osteonecrosis due to drugs, unspecified shoulder"
5916,M87121,"Osteonecrosis due to drugs, right humerus"
5917,M87122,"Osteonecrosis due to drugs, left humerus"
5918,M87129,"Osteonecrosis due to drugs, unspecified humerus"
5919,M87131,Osteonecrosis due to drugs of right radius
5920,M87132,Osteonecrosis due to drugs of left radius
5921,M87133,Osteonecrosis due to drugs of unspecified radius
5922,M87134,Osteonecrosis due to drugs of right ulna
5923,M87135,Osteonecrosis due to drugs of left ulna
5924,M87136,Osteonecrosis due to drugs of unspecified ulna
5925,M87137,Osteonecrosis due to drugs of right carpus
5926,M87138,Osteonecrosis due to drugs of left carpus
5927,M87139,Osteonecrosis due to drugs of unspecified carpus
5928,M87141,"Osteonecrosis due to drugs, right hand"
5929,M87142,"Osteonecrosis due to drugs, left hand"
5930,M87143,"Osteonecrosis due to drugs, unspecified hand"
5931,M87144,"Osteonecrosis due to drugs, right finger(s)"
5932,M87145,"Osteonecrosis due to drugs, left finger(s)"
5933,M87146,"Osteonecrosis due to drugs, unspecified finger(s)"
5934,M87150,"Osteonecrosis due to drugs, pelvis"
5935,M87151,"Osteonecrosis due to drugs, right femur"
5936,M87152,"Osteonecrosis due to drugs, left femur"
5937,M87159,"Osteonecrosis due to drugs, unspecified femur"
5938,M87161,"Osteonecrosis due to drugs, right tibia"
5939,M87162,"Osteonecrosis due to drugs, left tibia"
5940,M87163,"Osteonecrosis due to drugs, unspecified tibia"
5941,M87164,"Osteonecrosis due to drugs, right fibula"
5942,M87165,"Osteonecrosis due to drugs, left fibula"
5943,M87166,"Osteonecrosis due to drugs, unspecified fibula"
5944,M87171,"Osteonecrosis due to drugs, right ankle"
5945,M87172,"Osteonecrosis due to drugs, left ankle"
5946,M87173,"Osteonecrosis due to drugs, unspecified ankle"
5947,M87174,"Osteonecrosis due to drugs, right foot"
5948,M87175,"Osteonecrosis due to drugs, left foot"
5949,M87176,"Osteonecrosis due to drugs, unspecified foot"
5950,M87177,"Osteonecrosis due to drugs, right toe(s)"
5951,M87178,"Osteonecrosis due to drugs, left toe(s)"
5952,M87179,"Osteonecrosis due to drugs, unspecified toe(s)"
5953,M87180,"Osteonecrosis due to drugs, jaw"
5954,M87188,"Osteonecrosis due to drugs, other site"
5955,M8719,"Osteonecrosis due to drugs, multiple sites"
5956,M8720,"Osteonecrosis due to previous trauma, unspecified bone"
5957,M87211,"Osteonecrosis due to previous trauma, right shoulder"
5958,M87212,"Osteonecrosis due to previous trauma, left shoulder"
5959,M87219,"Osteonecrosis due to previous trauma, unspecified shoulder"
5960,M87221,"Osteonecrosis due to previous trauma, right humerus"
5961,M87222,"Osteonecrosis due to previous trauma, left humerus"
5962,M87229,"Osteonecrosis due to previous trauma, unspecified humerus"
5963,M87231,Osteonecrosis due to previous trauma of right radius
5964,M87232,Osteonecrosis due to previous trauma of left radius
5965,M87233,Osteonecrosis due to previous trauma of unspecified radius
5966,M87234,Osteonecrosis due to previous trauma of right ulna
5967,M87235,Osteonecrosis due to previous trauma of left ulna
5968,M87236,Osteonecrosis due to previous trauma of unspecified ulna
5969,M87237,Osteonecrosis due to previous trauma of right carpus
5970,M87238,Osteonecrosis due to previous trauma of left carpus
5971,M87239,Osteonecrosis due to previous trauma of unspecified carpus
5972,M87241,"Osteonecrosis due to previous trauma, right hand"
5973,M87242,"Osteonecrosis due to previous trauma, left hand"
5974,M87243,"Osteonecrosis due to previous trauma, unspecified hand"
5975,M87244,"Osteonecrosis due to previous trauma, right finger(s)"
5976,M87245,"Osteonecrosis due to previous trauma, left finger(s)"
5977,M87246,"Osteonecrosis due to previous trauma, unspecified finger(s)"
5978,M87250,"Osteonecrosis due to previous trauma, pelvis"
5979,M87251,"Osteonecrosis due to previous trauma, right femur"
5980,M87252,"Osteonecrosis due to previous trauma, left femur"
5981,M87256,"Osteonecrosis due to previous trauma, unspecified femur"
5982,M87261,"Osteonecrosis due to previous trauma, right tibia"
5983,M87262,"Osteonecrosis due to previous trauma, left tibia"
5984,M87263,"Osteonecrosis due to previous trauma, unspecified tibia"
5985,M87264,"Osteonecrosis due to previous trauma, right fibula"
5986,M87265,"Osteonecrosis due to previous trauma, left fibula"
5987,M87266,"Osteonecrosis due to previous trauma, unspecified fibula"
5988,M87271,"Osteonecrosis due to previous trauma, right ankle"
5989,M87272,"Osteonecrosis due to previous trauma, left ankle"
5990,M87273,"Osteonecrosis due to previous trauma, unspecified ankle"
5991,M87274,"Osteonecrosis due to previous trauma, right foot"
5992,M87275,"Osteonecrosis due to previous trauma, left foot"
5993,M87276,"Osteonecrosis due to previous trauma, unspecified foot"
5994,M87277,"Osteonecrosis due to previous trauma, right toe(s)"
5995,M87278,"Osteonecrosis due to previous trauma, left toe(s)"
5996,M87279,"Osteonecrosis due to previous trauma, unspecified toe(s)"
5997,M8728,"Osteonecrosis due to previous trauma, other site"
5998,M8729,"Osteonecrosis due to previous trauma, multiple sites"
5999,M8730,"Other secondary osteonecrosis, unspecified bone"
6000,M87311,"Other secondary osteonecrosis, right shoulder"
6001,M87312,"Other secondary osteonecrosis, left shoulder"
6002,M87319,"Other secondary osteonecrosis, unspecified shoulder"
6003,M87321,"Other secondary osteonecrosis, right humerus"
6004,M87322,"Other secondary osteonecrosis, left humerus"
6005,M87329,"Other secondary osteonecrosis, unspecified humerus"
6006,M87331,Other secondary osteonecrosis of right radius
6007,M87332,Other secondary osteonecrosis of left radius
6008,M87333,Other secondary osteonecrosis of unspecified radius
6009,M87334,Other secondary osteonecrosis of right ulna
6010,M87335,Other secondary osteonecrosis of left ulna
6011,M87336,Other secondary osteonecrosis of unspecified ulna
6012,M87337,Other secondary osteonecrosis of right carpus
6013,M87338,Other secondary osteonecrosis of left carpus
6014,M87339,Other secondary osteonecrosis of unspecified carpus
6015,M87341,"Other secondary osteonecrosis, right hand"
6016,M87342,"Other secondary osteonecrosis, left hand"
6017,M87343,"Other secondary osteonecrosis, unspecified hand"
6018,M87344,"Other secondary osteonecrosis, right finger(s)"
6019,M87345,"Other secondary osteonecrosis, left finger(s)"
6020,M87346,"Other secondary osteonecrosis, unspecified finger(s)"
6021,M87350,"Other secondary osteonecrosis, pelvis"
6022,M87351,"Other secondary osteonecrosis, right femur"
6023,M87352,"Other secondary osteonecrosis, left femur"
6024,M87353,"Other secondary osteonecrosis, unspecified femur"
6025,M87361,"Other secondary osteonecrosis, right tibia"
6026,M87362,"Other secondary osteonecrosis, left tibia"
6027,M87363,"Other secondary osteonecrosis, unspecified tibia"
6028,M87364,"Other secondary osteonecrosis, right fibula"
6029,M87365,"Other secondary osteonecrosis, left fibula"
6030,M87366,"Other secondary osteonecrosis, unspecified fibula"
6031,M87371,"Other secondary osteonecrosis, right ankle"
6032,M87372,"Other secondary osteonecrosis, left ankle"
6033,M87373,"Other secondary osteonecrosis, unspecified ankle"
6034,M87374,"Other secondary osteonecrosis, right foot"
6035,M87375,"Other secondary osteonecrosis, left foot"
6036,M87376,"Other secondary osteonecrosis, unspecified foot"
6037,M87377,"Other secondary osteonecrosis, right toe(s)"
6038,M87378,"Other secondary osteonecrosis, left toe(s)"
6039,M87379,"Other secondary osteonecrosis, unspecified toe(s)"
6040,M8738,"Other secondary osteonecrosis, other site"
6041,M8739,"Other secondary osteonecrosis, multiple sites"
6042,M8780,"Other osteonecrosis, unspecified bone"
6043,M87811,"Other osteonecrosis, right shoulder"
6044,M87812,"Other osteonecrosis, left shoulder"
6045,M87819,"Other osteonecrosis, unspecified shoulder"
6046,M87821,"Other osteonecrosis, right humerus"
6047,M87822,"Other osteonecrosis, left humerus"
6048,M87829,"Other osteonecrosis, unspecified humerus"
6049,M87831,Other osteonecrosis of right radius
6050,M87832,Other osteonecrosis of left radius
6051,M87833,Other osteonecrosis of unspecified radius
6052,M87834,Other osteonecrosis of right ulna
6053,M87835,Other osteonecrosis of left ulna
6054,M87836,Other osteonecrosis of unspecified ulna
6055,M87837,Other osteonecrosis of right carpus
6056,M87838,Other osteonecrosis of left carpus
6057,M87839,Other osteonecrosis of unspecified carpus
6058,M87841,"Other osteonecrosis, right hand"
6059,M87842,"Other osteonecrosis, left hand"
6060,M87843,"Other osteonecrosis, unspecified hand"
6061,M87844,"Other osteonecrosis, right finger(s)"
6062,M87845,"Other osteonecrosis, left finger(s)"
6063,M87849,"Other osteonecrosis, unspecified finger(s)"
6064,M87850,"Other osteonecrosis, pelvis"
6065,M87851,"Other osteonecrosis, right femur"
6066,M87852,"Other osteonecrosis, left femur"
6067,M87859,"Other osteonecrosis, unspecified femur"
6068,M87861,"Other osteonecrosis, right tibia"
6069,M87862,"Other osteonecrosis, left tibia"
6070,M87863,"Other osteonecrosis, unspecified tibia"
6071,M87864,"Other osteonecrosis, right fibula"
6072,M87865,"Other osteonecrosis, left fibula"
6073,M87869,"Other osteonecrosis, unspecified fibula"
6074,M87871,"Other osteonecrosis, right ankle"
6075,M87872,"Other osteonecrosis, left ankle"
6076,M87873,"Other osteonecrosis, unspecified ankle"
6077,M87874,"Other osteonecrosis, right foot"
6078,M87875,"Other osteonecrosis, left foot"
6079,M87876,"Other osteonecrosis, unspecified foot"
6080,M87877,"Other osteonecrosis, right toe(s)"
6081,M87878,"Other osteonecrosis, left toe(s)"
6082,M87879,"Other osteonecrosis, unspecified toe(s)"
6083,M8788,"Other osteonecrosis, other site"
6084,M8789,"Other osteonecrosis, multiple sites"
